"기준_년_코드(STDR_YY_CODE_SE)","기준_분기_코드(STDR_QU_CODE_SE)","블록코드(BLCK_CODE_SE)","서비스업종코드(SVC_INDUTY_CODE_SE)","분기_매출금액(THSMON_SELNG_AMOUNT_AM)","분기_매출건수(THSMON_SELNG_CO)","주중_매출비율(MDWK_SELNG_RATE)","주말_매출비율(WKEND_SELNG_RATE)","월요일_매출비율(MON_SELNG_RATE)","화요일_매출비율(TUES_SELNG_RATE)","수요일_매출비율(WED_SELNG_RATE)","목요일_매출비율(THUR_SELNG_RATE)","금요일_매출비율(FRI_SELNG_RATE)","토요일_매출비율(SAT_SELNG_RATE)","일요일_매출비율(SUN_SELNG_RATE)","시간대00~06매출비율(TMZON_00_06_SELNG_RATE)","시간대06~11매출비율(TMZON_06_11_SELNG_RATE)","시간대11~14매출비율(TMZON_11_14_SELNG_RATE)","시간대14~17매출비율(TMZON_14_17_SELNG_RATE)","시간대17~21매출비율(TMZON_17_21_SELNG_RATE)","시간대21~24매출비율(TMZON_21_24_SELNG_RATE)","남성_매출비율(ML_SELNG_RATE)","여성_매출비율(FML_SELNG_RATE)","연령대10_매출비율(AGRDE_10_SELNG_RATE)","연령대20_매출비율(AGRDE_20_SELNG_RATE)","연령대30_매출비율(AGRDE_30_SELNG_RATE)","연령대40_매출비율(AGRDE_40_SELNG_RATE)","연령대50_매출비율(AGRDE_50_SELNG_RATE)","연령대60이상_매출비율(AGRDE_60_ABOVE_SELNG_RATE)","주중_매출금액(MDWK_SELNG_AMT)","주말_매출금액(WKEND_SELNG_AMT)","월요일_매출금액(MON_SELNG_AMT)","화요일_매출금액(TUES_SELNG_AMT)","수요일_매출금액(WED_SELNG_AMT)","목요일_매출금액(THUR_SELNG_AMT)","금요일_매출금액(FRI_SELNG_AMT)","토요일_매출금액(SAT_SELNG_AMT)","일요일_매출금액(SUN_SELNG_AMT)","시간대00~06매출금액(TMZON_00_06_SELNG_AMT)","시간대06~11매출금액(TMZON_06_11_SELNG_AMT)","시간대11~14매출금액(TMZON_11_14_SELNG_AMT)","시간대14~17매출금액(TMZON_14_17_SELNG_AMT)","시간대17~21매출금액(TMZON_17_21_SELNG_AMT)","시간대21~24매출금액(TMZON_21_24_SELNG_AMT)","남성_매출금액(ML_SELNG_AMT)","여성_매출금액(FML_SELNG_AMT)","연령대10_매출금액(AGRDE_10_SELNG_AMT)","연령대20_매출금액(AGRDE_20_SELNG_AMT)","연령대30_매출금액(AGRDE_30_SELNG_AMT)","연령대40_매출금액(AGRDE_40_SELNG_AMT)","연령대50_매출금액(AGRDE_50_SELNG_AMT)","연령대60이상_매출금액(AGRDE_60_ABOVE_SELNG_AMT)","주중_매출건수(MDWK_SELNG_CO)","주말_매출건수(WKEND_SELNG_CO)","월요일_매출건수(MON_SELNG_CO)","화요일_매출건수(TUES_SELNG_CO)","수요일_매출건수(WED_SELNG_CO)","목요일_매출건수(THUR_SELNG_CO)","금요일_매출건수(FRI_SELNG_CO)","토요일_매출건수(SAT_SELNG_CO)","일요일_매출건수(SUN_SELNG_CO)","시간대00~06매출건수(TMZON_00_06_SELNG_CO)","시간대06~11매출건수(TMZON_06_11_SELNG_CO)","시간대11~14매출건수(TMZON_11_14_SELNG_CO)","시간대14~17매출건수(TMZON_14_17_SELNG_CO)","시간대17~21매출건수(TMZON_17_21_SELNG_CO)","시간대21~24매출건수(TMZON_21_24_SELNG_CO)","남성_매출건수(ML_SELNG_CO)","여성_매출건수(FML_SELNG_CO)","연령대10_매출건수(AGRDE_10_SELNG_CO)","연령대20_매출건수(AGRDE_20_SELNG_CO)","연령대30_매출건수(AGRDE_30_SELNG_CO)","연령대40_매출건수(AGRDE_40_SELNG_CO)","연령대50_매출건수(AGRDE_50_SELNG_CO)","연령대60이상_매출건수(AGRDE_60_ABOVE_SELNG_CO)","점포수(STOR_CO)","적재일시(LDADNG_DT)"
"2014","1","2*3*4*","CS100010",19600428,426,79.4,59,11.4,100,6.3,13.1,15.1,16.4,13.3,0,20.4,23.5,18.1,83.4,27.2,51.7,4.5,0,18.1,26,29.1,23.9,4.4,290764592,30637080,10858898,5457198,1656702,3025950,3088588,30699171,0,0,449784,5087534,158955755,4048320,0,204380697,53739288,321275,1278043,9135528,563072023,0,86824663,15473,64,93,0,3156,1027,12,811,307,0,831,34,9087,66,28613,230,2297,42,517,51,1188,137,330,3,"2019-09-20 14:26:16"
"2017","2","8*0*","CS300014",116310293,138,73.5,17.3,17.8,33.3,19,13.9,15,15.8,15.1,0,0,0,27.6,16.6,57,58.3,69.9,0,8.2,20.5,29.6,30.5,38,7488259,1306353,25718772,35103183,405869,4079731,3881527,4752954,3376575,0,572825,38865794,800035,34045946,116360741,5256414,242276858,0,49330264,6611624,1008196120,17754770,18484076,8,76,230,919,44,63,189,577,0,0,7259,839,24161,214,491,240,1136,5,0,782,135,60,285,1,"2019-09-20 14:26:16"
"2018","4","3*5*6*","CS200004",49554843,3632,83.6,23.8,16.5,18.4,9.5,14.2,55.1,35.3,0,0,34.1,10.9,24.1,20.2,0,37.2,66.7,0.1,100,15.9,27.2,2.3,0,88846573,12210085,0,63103660,10389610,1506888,7434244,15544522,69456508,0,13879594,16747302,33507966,0,16759468,6817174,1449310,0,336287,154792520,6899290,3179007,85120502,2988,5242,3447,20,15,148,8,2861,1748,12,0,160,0,78,0,208,261,505,92,71,136,0,30,3,"2019-09-20 14:26:16"
"2014","1","1*7*5*","CS200016",37338428,5779,100,27.6,19.7,12.4,16,13,28.3,13.4,0.2,0,0,21.9,14.4,33,0,14.9,71.6,15.2,12.1,23.1,17,9.9,50,22692377,171200375,7527870,2049690,265683,758962,12960369,4956321,0,1886295,0,9898966,1888156,133213189,0,19363763,79984626,127651,8814957,5570613,8080750,5152186,144715865,71,1005,0,1587,7109,163,34,0,87,0,135,73,11214,1196,18,25453,197,0,938,16206,3374,168,297,1,"2019-09-20 14:26:16"
"2016","4","3*5*7","CS100005",57052006,1865,94.5,32.4,0,13.3,10.5,13.4,14.5,30.2,0,0,0,47.9,31.2,32.9,0,55.4,77,0.7,28.7,23.1,5.1,36.1,0,81623129,152075,606391,3547270,4104938,0,34651931,8393702,20505846,455515,0,10384928,14310101,6119942669,66070581,6810735,413240698,0,0,1150645,6193666,2610304,198726705,2824,0,9256,18,1189,459,162,23,0,0,0,38772,73,2720,0,8563,1341,152,0,3943,104,25,0,1,"2019-09-20 14:26:16"
"2017","4","1*3*1","CS300011",23170596,812,54.7,0,8.3,20.2,13.2,11.2,14,13.5,0,16.9,0,19,0,33.6,0.7,73.2,52.5,0.5,39.1,25.5,28,34.2,6,2006347,18099214,225403,0,31078721,6077912,58091822,3390328,4717127,0,31313791,7638073,18465079,11901303,2966422,13103420,39502324,0,544246,308471826,3655394,4210357,4838040,6247,0,183,0,66,0,617,532,201,102,0,838,1167,53,37,17512,4871,8,0,424,534,522,0,1,"2019-09-20 14:26:16"
"2015","2","3*7*2*","CS300003",12000000,5124,69.3,36.8,0,11.1,20.3,17.9,17.7,9.6,0,0,4.8,78.8,4.7,11.7,9.4,40,42.8,0.2,34.1,21.6,13.5,8.5,0,2000011135,11706379,22846828,6987638,0,22893499,7584949,270649300,0,0,0,1657657,1777959,2934912,0,2579521,10139668,0,2027694,4614708,90296180,0,4425051,59203,2673,57,86,24,1058,228,12685,0,0,2183,0,25,876,0,120,365,0,0,236,2431,116,83,8,"2019-09-20 14:26:16"
"2016","1","2*5*2*","CS300005",148080523,882,91.7,24.8,14.6,7.1,12.9,14.4,0,15.2,13.3,14.5,6.5,22.8,46.1,0,7,54.3,37.8,2.2,25.2,16.7,31.6,30.1,9.3,16434055,552640163,0,2323509,7538286,0,8600188,9721294,19681565,0,291264813,161780112,290237,15440356,0,9251429,46960295,1816872,197368,4738213,19007505,1421301,10278009,106,2588,121,20,5329,716,16,0,0,13,852,0,40,7,173,5475,140,0,0,0,279,492,2033,1,"2019-09-20 14:26:16"
"2019","3","2*6*9*","CS200016",91140542,125,100,28.6,11.1,14.9,16.5,10.7,20.4,18.8,4.6,0,0,42.3,9.4,4,5.7,63.9,50,0.5,3.8,48.1,15.4,29.8,5.6,48978999,69375206,3874188,512599,24425883,49875722,418962818,9761785,12977620,0,0,18075298,2077948,10530868,8474192,3475632,128299863,0,24156559,57245569,42827307,15616548,14131594,262,4,22,112,0,4,1011,2285,2324,0,11,1042,1002,747,0,214,201,0,0,92,83,76,39,3,"2019-09-20 14:26:16"
"2015","1","2*4*1","CS300008",114512408,58037,65.2,17,44.4,7.6,0,13.3,14.9,18.1,21.5,0,0,9.6,0,53.3,0.3,29.4,59.2,0,3.9,16.7,91.7,24.7,0,165679861,1451886,13328079,6082520,2690511,14077668,80290124,1236961,18411590,0,8155321,1193436,0,2325535,0,245584595,7518518,0,1299451,2103792,39719317,416806,34265264,442,106,64,559,214,25,583,0,0,0,0,5058,120,597,0,2228,31,0,1479,62,123,449,46,1,"2019-09-20 14:26:16"
"2013","4","3*3*7*","CS300009",10324383,8047,67,25,11.7,13.5,15.3,20.9,13.9,16.1,16.2,0,28.4,24.1,12.6,23.5,0,54.1,40.3,0.4,10,12.9,20.8,12.6,5.9,123038466,14720871,54562127,9626438,26749408,2130600,98133134,3018317,845950,0,74862566,20063769,52826815,0,13802812,138672558,95245373,0,1505385,37146030,71751910,0,14311417,1835,326,224,1309,694,296,76,0,4488,154,0,2059,1603,33,758,1683,1781,0,783,1326,104,251,49,4,"2019-09-20 14:26:16"
"2017","1","3*1*7*","CS300003",116604643,879,67.5,3.8,3.5,9.7,10.9,19.6,11.6,18.1,0,0,0,22.7,34.7,8,50,49.2,70.3,0.2,12.3,25.1,48.4,0,6.1,20351164,21156657,33392066,1710662,9320354,8420858,43791294,82318,7072519,0,0,3627659,34571429,140044986,23655319,14020898,18133790,0,0,2833333,58396024,18972624,904516,613,61,146,308,17,295,5,483,6,1199,0,11,11004,592,20,48,2739,0,156,6038,192,0,99,2,"2019-09-20 14:26:16"
"2019","1","2*5*5*","CS200010",15090047,216,51.2,17.8,13.4,16.9,13.2,16.1,13.4,17.3,17.6,1.3,1.5,7.6,31.3,100,26,66.7,41.7,1.4,9.1,27.4,13.2,0,0,136581325,3713709,0,4543179,3162476,1086280,48605773,12441399,3309046,2647653,833008,11851525,628974864,8672184,0,67780152,15733434,1053222,0,8443445,1899860,985631,20059122,27,23,98,8,7,14,351,25,0,0,6,129,5222,4012,0,49,456,0,818,585,138,80,2201,3,"2019-09-20 14:26:16"
"2019","2","2*0*8*","CS100005",491206987,186,53.3,16.6,14.5,13.7,16.3,8.1,19.3,19.2,0,10.4,12.6,10.1,11.7,26,12.6,66.2,88.6,0,13.9,10.8,24.8,10.3,22,43200,14843986,1934804,275241649,117522240,43235234,1600716,0,188672,0,17253657,0,471413,58702448,4146988,202556375,2938491,52583,0,0,13194842,20116751,4566747,240,308,137,8531,40,193,32,5898,6,3064,0,0,129,188,4597,9445,60,0,0,276,22,570,31,1,"2019-09-20 14:26:16"
"2015","3","2*5*3*","CS100001",11791829,5455,57.2,17.5,16.7,14.6,14.3,21,13.4,17,0,0,0,50,29,24.3,21.2,34.2,61.9,1,0,0,22.2,21.5,4.4,277482116,6521997,19304333,57900209,1356866,11029795,1611766,7202597,0,0,0,0,24691508,5210728,4321871,17952656,721923825,7316881,4485572,7192400,9193845,0,0,44441,62074,0,4457,167,102,5849,533,0,0,0,179,23,840,230,21671,2722,171,8317,223,91,247,664,1,"2019-09-20 14:26:16"
"2015","1","1*7*3*","CS300002",122016586,7336,91,30.8,8.2,18.5,9.5,15.1,12.7,11.8,21.1,0,0,17.6,12.4,58.9,6.8,51.1,70.9,1.7,5.4,0,21.7,32,18.5,216978626,175950373,5332359,219305920,3359937,3686567,942868,10291433,0,26637662,28619125,61517320,0,1925226,143990608,1647000,50067589,1843936,0,0,3395287,24478283,8238963,739,32,12297,1442,54,358,0,335,0,349,11837,156,119,0,9863,41,277,308,6,319,22,0,120,1,"2019-09-20 14:26:16"
"2019","2","1*3*2*","CS100010",11987807,208,59.7,45.8,13.4,12.8,16.7,16.4,15.8,13.4,0,0,100,0,16.4,38.4,5.9,61.3,23.5,0,37.8,17.3,30.2,48.2,16.1,2122905,29643151,24886822,64611026,4539430,7922914,307819,9557669,2261215,0,0,427225,29255225,29866647,0,555507238,61642347,0,1793256,35825830,48306733,3436926,4263922,57,0,604,868,0,190,330,1357,5,0,13514,0,0,716,0,72860,550,0,1786,2724,467,547,23,2,"2019-09-20 14:26:16"
"2014","3","4*7*2*","CS100001",7243659,2122,84.3,38.2,9.1,10.1,16.2,11.7,0,0,14,0,36,0,16.1,83.3,16,100,70.5,0.2,5.2,7.6,20.6,7.7,12.3,59410746,15904509,0,8913723,5131569,0,8454859,1688881,1144859,0,1928253,1282032,200852047,35216804,209074,0,9807398,0,22651781,6975688,1768312,2956191,2026520,1780,0,31245,224,0,0,31,42,1870,0,34,19,28,5877,29,2026,84,0,350,6313,404,27,169,1,"2019-09-20 14:26:16"
"2016","3","2*6*0*","CS200015",313934413,10145,93.7,37.6,19.5,11.8,22.1,9.6,9,22,0,0,16.5,0.1,16.6,50.1,0,52.2,42.2,0,69.6,7.5,19,35.2,15.8,27805508,0,0,8284587,5998709,19817295,11786054,2151220,0,0,81290542,0,15630190,39174920,2600597,608374,125593535,741028,1473667,14973916,27893239,99912664,0,1365,13,94,95,65476,692,10,335,0,4252,4824,2017,581,120,0,360,402,0,3051,0,13,2320,0,1,"2019-09-20 14:26:16"
"2014","1","2*4*3*","CS200016",6713286,1302,93.8,26.7,19.8,8.3,20.9,14.2,19.3,17.5,6.8,0,0,22.8,45.2,31.3,3,23.4,47.8,0.2,14,13.1,34.4,26,0,14647774,35439560,35293882,103438724,13418841,34080089,4510127,343498328,0,9368316,7456388,87435781,206030891,1255803,855793,24047772,3859742,0,17493720,119277553,6851449,551454,0,1484,15,15827,1834,4362,5015,3164,40,0,1122,23199,2607,2680,67,290,44090,1365,85,351,212,7193,119,325,2,"2019-09-20 14:26:16"
"2017","3","2*6*5","CS100001",9047150,7746,54,38.1,19.1,8.7,0,0,15.6,15.7,0,0,0,51.9,50,35,0.7,72.2,19.6,0,26,31.2,33.7,11.5,7.9,30140106,6213708,64973761,1234438,18817865,6769596,3492738,7371255,35067202,0,0,1186104,9163042,270209,0,26374023,87703000,524333,0,0,2483598,25302796,3251853,15126,188,4521,0,0,1809,0,0,23225,0,13630,40,247,35612,0,55,394,0,1783,2626,0,385,1344,1,"2019-09-20 14:26:16"
"2015","4","4*0*0*","CS100001",7301470,2437,73.1,28.5,3.5,15.8,14.5,18.1,17.3,12.7,13.6,1.4,4.7,0,1.1,20.1,22.9,42.6,50,1.5,3,13,11,9.9,6.3,174057276,3319148,0,13229538,2305856,7593275,223422,1778673,0,14109091,0,37187894,17782790,1159190,2647595,1068477,32543654,0,1427975,6551649,1884739,7574040,5515545,284,2242,13,289,361,74,1595,0,1269,80,18,3215,1964,6,69,29,48678,58,409,21,32,156,0,1,"2019-09-20 14:26:16"
"2015","3","3*2*5*","CS300007",849191250,224,55,35.3,20.3,13.2,0,13.9,50,8,0,0,24.9,13.8,13,23.6,0,91.5,0,0,39.5,0,16.7,15.6,3.5,122015668,55349336,2334796,1222594,3692821,923276,3964736,36855003,0,0,0,0,5980390,29147824,1302682,100777718,4487435,0,0,0,413761642,164442070,0,7870,2191,2065,0,554,164,1798,3425,349,0,18,4128,87,182,993,131,1178,74,1330,23,828,1539,12,2,"2019-09-20 14:26:16"
"2019","3","1*8*9*","CS100010",326153726,612,100,8,8.9,4.8,11.4,15.5,19.5,20.7,2.5,0,3.1,7.5,7.6,52,1.6,52.4,22,4.2,11.2,26.9,40.7,26.8,22.5,46545226,2863083,1147962,27150070,47298345,33491223,46201732,13160688,22720894,0,0,566688496,0,48970641,4805165,29296833,17413510,0,0,8675359,53672123,16660870,1815718,907,106,197,1695,167,29,0,22,0,0,14,2044,3989,11929,0,54,3486,276,224,94,0,2088,20,1,"2019-09-20 14:26:16"
"2013","1","2*5*0*","CS200016",7096067,96,86.8,33.5,22.2,12.2,21.9,16.5,13.7,0,24.5,1.5,2.7,18.8,28.2,53.9,0,55.4,100,0.5,18.9,34.1,24.1,10.6,9.9,59082258,3915310,1928825,3780106,4660186,6865607,0,31670293,0,19835783,566557,0,0,10906407,3196075,183460422,3548653,321394,0,10264679,83393327,16570105,849542,3378,1284,904,4,207,0,38,60,0,137,344,160,532,6463,0,7281,6,0,10497,275,16,45,69,3,"2019-09-20 14:26:16"
"2013","3","1*0*8","CS300004",6180614,9685,71.2,10.5,20.3,14.4,16.7,29.7,22.1,16.1,0,0,0,0,0,54.7,0,47.5,60.2,0.1,3.9,30.1,15.6,0,36.6,110368006,35802814,32765334,15109009,30998670,95659182,5017108,0,29676793,0,0,38561819,1851432,0,0,19333396,69326729,691645,71851331,23607843,115312629,4323126,26254620,21,273,37,6502,55,40,819,750,14,0,121,1113,60,161,138,227,5112,445,88,0,282,970,47,1,"2019-09-20 14:26:16"
"2018","1","5*0*8*","CS300009",501110668,5056,74.3,8.5,22.7,10.3,26.3,10.1,16.4,9.1,0.5,0,0,14.9,26.2,0,0,73.1,46.3,0,0,42.9,25.1,33.3,0,1050420,5965940,4706841,5582715,4800845,121138589,36044543,37537659,1804145,0,61002968,0,25938910,131611208,5681192,27892993,26707385,3484546,1064676,0,39566478,6491916,15838912,142,10,38,42,640,545,270,44,72,0,0,27997,6455,397,70,204,28,16,6071,40,411,0,411,2,"2019-09-20 14:26:16"
"2018","4","3*2*2*","CS300009",1000000,133,70.7,15.4,10,2.9,14.4,13,23.7,9.8,12.3,0,8.7,20,33.3,25.1,32.5,69,29.1,0,5.1,26.5,0,15.4,19.4,1068570184,16446506,0,2269610,8251914,1861643,20266050,8103738,1219828,0,0,1627636,6872657,176465513,610786,99440059,12770035,0,7122959,19602888,53886046,337017252,252948455,1066,2215,0,7709,0,1602,585,317,6172,1364,0,46,2216,0,157,290,19726,0,524,19,134,10748,55,2,"2019-09-20 14:26:16"
"2014","3","3*5*2*","CS200004",4318230,5339,80.1,48,12.8,15.3,16.8,2.2,16.2,11.4,0,0,1.4,28.1,18.9,33.3,15.2,44.2,37.7,0,37.3,12.5,37.4,18.8,22.2,14249870,307559467,1774744,37695013,0,4723757,4655046,52530900,2986112,12451062,43324,0,9230993,207391510,0,3027907,3855339,693899,21206596,329343109,1538549,32436450,2381521,5127,321,194,2024,55,16,555,57,1629,0,18,4738,6886,137,0,1284,302,10,50082,8010,1347,966,0,1,"2019-09-20 14:26:16"
"2017","1","2*9*8","CS100009",19262684,170,100,38.3,20.7,0,0,11.4,18.6,12.9,0,0,0,45.6,11.8,50.5,0,63.1,33.4,4.6,5.1,17.4,5,21.2,3.5,10341177,5514645,36739636,69224775,577099,1286119,2194691,0,33958474,0,0,4322864,1860614,4185628,23933070,31419546,12060607,0,8681859,13560693,6275781,13521781,551560,917,52,105,1657,1079,2193,192,117,0,0,0,1382,774,7560,0,386,4611,27709,17,710,510,11,384,32,"2019-09-20 14:26:16"
"2015","4","2*7*7*","CS300016",1236000000,1588,68.3,37.1,17.6,10.6,25,19.3,12.3,31.1,0,0,11.6,21.6,0,42.8,0,39.1,51.2,0,62.9,27.3,34.8,39.6,9.7,2264382,6373064,0,1827291,11540,11049607,4690798,3474987,1418725,390562,110418734,0,237748292,26510478,0,131240587,1003610,17093,120044,0,7461173,5006309,1269011,4754,6241,427,293,228,0,48,0,6824,0,17,377,0,51,0,6,2319,157,2304,1789,4105,76,0,2,"2019-09-20 14:26:16"
"2017","1","2*4*7*","CS100001",2894490,30024,73.9,27.1,15.7,13.1,19,16.7,16.2,31.1,3.7,0,0,7.8,7.4,10.6,0,53.9,82.7,0,0,10.2,29.1,0,10.4,268154405,1039585,1294537,664870,1527447,0,13442278,921951,48241671,0,0,0,1686161,0,1079393,1872152,13110483,23228,128250221,0,236690,76822047,726430,6154,824,7461,288,544,58,2493,73,6650,0,151,1947,17,6164,709,131,3314,146,1353,40,51,3026,12,0,"2019-09-20 14:26:16"
"2014","2","1*8*9*","CS100001",3740066,25,100,13,0,18.7,15.5,7.8,13.7,5.6,13.6,0,1.9,0,46.3,33.7,0,57.4,19.9,0,0,37.6,9.8,28.1,10.5,13300011,5777125,16216163,140401475,4990958,1065304,4860130,0,0,11463630,4835771,37259803,827549,16514286,0,5094240,6042278,1082869,218974,4963949,14034096,9055785,53247974,153,1761,6893,5,128,975,293,554,103,0,1743,42,231,305,0,883,223,0,926,0,42,13322,846,3,"2019-09-20 14:26:16"
"2015","4","2*2*9*","CS100006",98496356,577,84.4,13,12.8,17.2,19.4,14.7,22.8,11.3,29.2,0,0,2.9,23.5,0,0,32.9,60.8,0,52.9,10.8,43.8,0,15.7,218936825,5225510,1334387,1262307,2602873,70239903,29217753,4425240,3717974,0,21205138,261159535,483969,1803993,2151847,684411,113828025,3513281,0,699244,20964706,5020597,11234024,21,1109,31,991,1686,10627,69,0,0,6549,176,19001,80,3389,8441,1683,283,12,3453,0,6,760,173,2,"2019-09-20 14:26:16"
"2018","4","3*6*5*","CS100001",168000000,283,50.1,34.4,9.8,12.2,17.2,19.5,12.4,17.5,2.7,2.8,0,16.6,15.3,27,0,75,32.3,0,33.2,17,17.8,15.8,33.3,122964707,15928277,38436814,16759753,0,4818455,5874812,3076923,3181766,0,2570973,76086988,51453353,29425730,114366,33060960,31139912,2258223,13336368,4265806,6857636,2569657,5014881,1270,382,30,0,3566,0,1791,0,20,0,0,317,422,11236,0,1715,35,0,614,497,308,137,1051,5,"2019-09-20 14:26:16"
"2018","3","3*5*7*","CS100002",39263089,1144,83.4,27,7.4,14.9,0,14.2,17.8,6.5,15.3,0,6.7,25.1,8.7,50,12.8,65.5,89.8,0,8.4,38,28,34.4,100,179136665,7320652,14164499,2110236,1228269,0,6462448,0,1741101,9345369,20522,18420179,12499643,1734019,216773,812228,18809977,223902,123646460,59292178,137767174,3096470,40591824,18242,72,33,184,203,85,249,226,10220,0,144,9112,648,46,5,6580,1383,0,64,276,27884,0,0,2,"2019-09-20 14:26:16"
"2019","1","2*7*2*","CS100009",9679240,1098,89,3.2,14.8,17,48.1,12.2,19.1,19,0,0,0.9,9.3,30.4,66.4,7.4,30.9,54.7,2.3,21.5,20.1,0,31.9,50,14415254,2996556,12425972,14878219,1363519,555556,5702877,27082976,46073470,4012476,127262244,0,14777783,46301537,0,290475113,3706142,2546074,2730293,3408779,2917194,12634494,123070727,8833,425,1128,110,3784,1257,89,12,31,6,0,1174,2459,13744,0,0,9830,0,59,1989,15,204,237,1,"2019-09-20 14:26:16"
"2013","1","2*7*9*","CS100005",50697479,39335,78.3,16.7,44.6,29,19.5,10.9,3.6,24,0,1.2,0,25.1,14.1,7.4,17.9,48.7,41.6,0.5,0,15.3,0,0,10.9,5007013,6309437,1331978,573883,72238311,13911559,14781108,127825733,2914804,0,19178663,21756302,27130635,4122050,129994,71641836,153958878,39212330,14792770,28311409,51768802,3582982,19025189,1884,214,119,11,42,1672,1144,252,400,0,0,0,153,1539,0,419,18,101,1546,213,188,592,63,3,"2019-09-20 14:26:16"
"2015","3","4*3*5*","CS300007",16855420,5,90.8,0,10,13.8,10.9,12.4,17.5,21.6,15.1,0,2.9,19.9,0.7,22.3,10.2,44.6,51.4,0,37.9,0,22.4,16.6,10.1,5836264,640963,18568026,26737720,23216782,10760813,1394853,85342359,1801688,7692443,68606625,158445622,53597211,19907644,0,47000032,3320269,23659,28534164,21372570,1780133,5222549,0,378,112,424,5,59,281,1072,1407,153,0,6,6090,1934,33,31,8225,369,29,6707,190,41,104,98,1,"2019-09-20 14:26:16"
"2015","3","2*5*9*","CS100001",123973435,880,52.6,33.8,10.7,13,27.4,16.6,14.9,14.7,1.5,0,12.3,9.5,10.6,20,20.6,71.7,88.5,7.2,20.2,0,0,31.6,3.7,120198391,0,41505297,0,23816374,4969045,0,10002567,978218,0,0,176486762,43882761,7524719,0,44718287,96471615,0,47333340,11693148,6354927,4502763,52767508,7600,11099,10,710,3579,258,12,1189,6,0,66,8,4550,2991,1653,0,1262,0,113,0,13068,1167,367,1,"2019-09-20 14:26:16"
"2017","3","1*6*7","CS100001",40035979,1251,55.8,43.6,19.2,6.7,0,9.9,22.4,19.2,0,4.7,12.1,16.5,24.2,55,0,62.2,0,0,39.5,9.2,78.2,12.7,5.3,5690319,28632893,10282499,4591301,44248316,2015423,13273535,2706757,4987052,0,0,0,110314420,244834,10083574,274630290,15728063,0,119780608,183521,269109320,174706,619469,17347,5368,638,44,33,1318,0,157,268,0,0,476,687,5,3,427,961,127,10336,125,3732,50,1476,1,"2019-09-20 14:26:16"
"2014","1","1*4*2","CS200001",102737310,710,81.7,27.5,22.4,12.6,14,17.8,17.5,0.1,8.5,0,8.5,24.4,14.3,28.1,17.2,81.5,91.7,0,4.1,23,17.8,100,1.7,14442014,1361409,45298528,3125620,7659208,0,180380,8129643,39253827,21432912,1057365,281442,753769,418454,48366747,10189333,118018227,3015420,17569030,1218102,11394525,63003012,25534349,1180,0,1046,379,24,414,117,0,6235,0,126,0,0,14778,96,13099,1958,2053,104,6194,32,435,1914,1,"2019-09-20 14:26:16"
"2017","4","2*9*0*","CS200015",1609195,60705,41.6,37.6,16.6,30.6,15.6,9.8,20.1,0,5.1,49,0.3,0,0,20.4,0,39.7,42.7,3.7,8,0,25.7,27,8.3,4812363,8168253,0,14650169,573688,6410917,24734660,6532315,0,0,0,303219,0,297169710,0,103768921,380306504,0,21420316,0,8338468,10633838,7990664,3001,854,33,139,138,0,131,83,853,0,0,0,571,63,881,122,98,0,13,3617,83,552,0,2,"2019-09-20 14:26:16"
"2013","2","2*0*0*","CS100001",82620814,98,71.1,2.7,11.1,5,14.4,17.7,14.2,2.6,0,0,5.3,7.4,36.5,11.5,0,32.6,80.4,5.7,31.3,34.4,17.3,66.7,1.4,1783354,82626585,0,2584678,5363436,24260712,47362790,271991499,2130202,974206,2022222,15210628,7765797,23651988,34871722,9397237,20316204,26588,12203922,15829763,17792215,16052049,169110,624,706,526,75,503,0,544,3244,0,0,0,734,300,540,15,143,16,0,19,3518,77,533,180,1,"2019-09-20 14:26:16"
"2016","1","2*0*7*","CS200011",103300601,30261,100,18.2,12.5,16.4,18,15.7,15.4,12.8,0,0,11.7,43.7,16.2,8.9,16.7,61,35.5,2.5,29.5,29.5,29.6,24.5,4.4,922077761,2000000,1823530,92085729,10475599,14895792,2114407,2851181,0,28198655,118939200,96368,86529480,142212250,131519490,30810707,576078,0,155914526,19447708,38680086,1796391,0,875,7462,120,46,6,52,1494,1934,0,0,234,307,163,20550,10,335,5211,5,18908,319,15722,45,113,2,"2019-09-20 14:26:16"
"2016","4","2*4*0*","CS200015",39602362,415,100,11.4,14.3,8,18.1,11.1,12.5,14.3,0,0,3.1,23.7,33.8,38.3,3.7,88.9,6.5,0.1,32.3,21,25,0,30.8,25083693,13338,12822712,1528904,25667744,23692855,20537928,55985531,0,0,681320,79752162,11429494,9843855,78900580,4252216,1015722,1308028,461218,21860256,8338214,32732718,410814,298,20,49,0,57,3108,29134,1561,60,0,0,1171,2800,737,444,3175,1531,0,372,0,771,321,302,1,"2019-09-20 14:26:16"
"2018","2","2*0*1","CS300008",186012418,444,100,10.1,16.2,8.7,42,31.2,15.5,37.6,15.3,0,8.6,33.9,32.6,14.8,11.1,40.7,77.6,0,16.3,33.4,26.2,9.2,0,7901504,8951737,67917015,1128427,11173569,20144969,381998,5138405,1242968,0,375440,0,222283618,174470145,1428337,24272001,1055399,625985,15215356,4178684,35614525,774854,7989691,10,421,146,690,49,1554,0,1116,90,0,0,19,7579,439,4,1478,126,0,29,5,112,1002,4627,1,"2019-09-20 14:26:16"
